,Unnamed: 0,Idade,Genero,Estados,Cargo,Carreira,Salario,Experiencia,Raça,Região
250,250,28.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
251,251,30.0,Masculino,Rio Grande do Sul (RS),,,10000.0,de 3 a 4 anos,Branca,Sul
252,252,,,,,,,,,Desconhecida
253,253,31.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,14000.0,Mais de 10 anos,Branca,Sudeste
254,254,31.0,Masculino,São Paulo (SP),,,14000.0,de 7 a 10 anos,Branca,Sudeste
255,255,28.0,Masculino,Rio Grande do Norte (RN),Analista de BI,Pleno,2500.0,de 3 a 4 anos,Parda,Nordeste
256,256,32.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,10000.0,Até 2 anos,Branca,Sudeste
257,257,31.0,Feminino,São Paulo (SP),,,14000.0,Até 2 anos,Parda,Sudeste
258,258,27.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,7000.0,de 3 a 4 anos,Branca,Sudeste
259,259,31.0,Feminino,Paraná (PR),Outra opção,Pleno,5000.0,Até 2 anos,Parda,Sul
260,260,33.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Parda,Sudeste
261,261,29.0,Masculino,Minas Gerais (MG),,,18000.0,de 4 a 6 anos,Branca,Sudeste
262,262,32.0,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Parda,Sudeste
263,263,47.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sudeste
264,264,29.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,5000.0,Até 2 anos,Branca,Sudeste
265,265,27.0,Masculino,Minas Gerais (MG),,,35000.0,de 3 a 4 anos,Branca,Sudeste
266,266,41.0,Masculino,Minas Gerais (MG),Analista de BI,Sênior,22500.0,de 7 a 10 anos,Preta,Sudeste
267,267,33.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,18000.0,de 4 a 6 anos,Parda,Sudeste
268,268,,,,,,,,,Desconhecida
269,269,27.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,5000.0,Até 2 anos,Branca,Sudeste
270,270,26.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
271,271,,,,,,,,,Desconhecida
272,272,25.0,Masculino,Rio Grande do Sul (RS),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca,Sul
273,273,34.0,Masculino,São Paulo (SP),Analista de BI,Sênior,7000.0,Até 2 anos,Branca,Sudeste
274,274,29.0,Feminino,Sergipe (SE),Analista de Dados,Júnior,2500.0,Até 2 anos,Parda,Nordeste
275,275,26.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
276,276,40.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
277,277,32.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Branca,Sul
278,278,26.0,Feminino,São Paulo (SP),Engenheiro de dados,Sênior,18000.0,de 7 a 10 anos,Branca,Sudeste
279,279,34.0,Masculino,Bahia (BA),Cientista de dados,Sênior,40000.0,de 7 a 10 anos,Branca,Nordeste
280,280,40.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Pleno,3500.0,de 4 a 6 anos,Parda,Sudeste
281,281,38.0,Masculino,Ceará (CE),Cientista de dados,Pleno,7000.0,Até 2 anos,Branca,Nordeste
282,282,29.0,Masculino,São Paulo (SP),,,14000.0,Mais de 10 anos,Branca,Sudeste
283,283,25.0,Feminino,Goiás (GO),Outra opção,Pleno,7000.0,de 4 a 6 anos,Branca,Centro-Oeste
284,284,26.0,Masculino,São Paulo (SP),Outra opção,Pleno,1500.0,de 3 a 4 anos,Parda,Sudeste
285,285,23.0,Feminino,Pará (PA),Engenheiro de dados,Pleno,5000.0,de 3 a 4 anos,Parda,Norte
286,286,43.0,Masculino,Santa Catarina (SC),Engenheiro de dados,Sênior,10000.0,de 7 a 10 anos,Branca,Sul
287,287,37.0,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Branca,Sudeste
288,288,31.0,Masculino,Minas Gerais (MG),,,18000.0,de 4 a 6 anos,Branca,Sudeste
289,289,39.0,Masculino,Bahia (BA),Outra opção,Júnior,5000.0,Mais de 10 anos,Parda,Nordeste
290,290,37.0,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Branca,Sudeste
291,291,69.0,Masculino,São Paulo (SP),Outra opção,Sênior,22500.0,Mais de 10 anos,Branca,Sudeste
292,292,37.0,Masculino,Distrito Federal (DF),Analista de Dados,Pleno,14000.0,de 4 a 6 anos,Parda,Centro-Oeste
293,293,27.0,Feminino,Minas Gerais (MG),Engenheiro de dados,Pleno,3500.0,de 3 a 4 anos,Parda,Sudeste
294,294,27.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,22500.0,de 4 a 6 anos,Branca,Sudeste
295,295,35.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca,Sudeste
296,296,32.0,Masculino,Pernambuco (PE),,,,,Parda,Nordeste
297,297,27.0,Masculino,Goiás (GO),Engenheiro de dados,Pleno,3500.0,Até 2 anos,Branca,Centro-Oeste
298,298,25.0,Masculino,Paraná (PR),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sul
299,299,34.0,Masculino,Espírito Santo (ES),,,35000.0,Mais de 10 anos,Branca,Sudeste
300,300,41.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Sênior,22500.0,Mais de 10 anos,Branca,Sul
301,301,39.0,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Amarela,Sudeste
302,302,36.0,Masculino,São Paulo (SP),Outra opção,Pleno,5000.0,Até 2 anos,Parda,Sudeste
303,303,34.0,Masculino,Paraíba (PB),Analista de Dados,Sênior,7000.0,de 3 a 4 anos,Parda,Nordeste
304,304,28.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 4 a 6 anos,Branca,Sudeste
305,305,42.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Branca,Sudeste
306,306,23.0,Masculino,Bahia (BA),Cientista de dados,Júnior,5000.0,Até 2 anos,Parda,Nordeste
307,307,31.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,3500.0,Até 2 anos,Parda,Sudeste
308,308,21.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Até 2 anos,Amarela,Sudeste
309,309,28.0,Masculino,Minas Gerais (MG),,,,,Branca,Sudeste
310,310,31.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
311,311,29.0,Feminino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 7 a 10 anos,Branca,Sudeste
312,312,31.0,Masculino,Rio Grande do Sul (RS),,,7000.0,de 7 a 10 anos,Parda,Sul
313,313,32.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,18000.0,de 4 a 6 anos,Parda,Sudeste
314,314,20.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sul
315,315,25.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,3500.0,de 3 a 4 anos,Branca,Sudeste
316,316,40.0,Masculino,Paraíba (PB),,,14000.0,de 4 a 6 anos,Parda,Nordeste
317,317,33.0,Masculino,São Paulo (SP),,,22500.0,de 3 a 4 anos,Branca,Sudeste
318,318,39.0,Masculino,Pernambuco (PE),,,18000.0,Mais de 10 anos,Parda,Nordeste
319,319,31.0,Masculino,São Paulo (SP),,,,,Preta,Sudeste
320,320,27.0,Masculino,São Paulo (SP),,,,,Parda,Sudeste
321,321,35.0,Feminino,Rio de Janeiro (RJ),,,,,Parda,Sudeste
322,322,22.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sul
323,323,31.0,Masculino,Paraná (PR),Analista de Dados,Pleno,3500.0,Até 2 anos,Branca,Sul
324,324,23.0,Masculino,São Paulo (SP),Outra opção,Júnior,5000.0,Até 2 anos,Branca,Sudeste
325,325,31.0,Masculino,Ceará (CE),Engenheiro de dados,Sênior,18000.0,de 4 a 6 anos,Parda,Nordeste
326,326,20.0,Masculino,Mato Grosso (MT),Analista de BI,Júnior,3500.0,Até 2 anos,Não informado,Centro-Oeste
327,327,34.0,Masculino,Paraná (PR),Engenheiro de dados,Pleno,5000.0,de 3 a 4 anos,Branca,Sul
328,328,47.0,Masculino,Mato Grosso (MT),,,18000.0,de 7 a 10 anos,Branca,Centro-Oeste
329,329,29.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
330,330,20.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Júnior,1000.0,Até 2 anos,Branca,Sudeste
331,331,32.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Branca,Sudeste
332,332,37.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,10000.0,Até 2 anos,Branca,Sudeste
333,333,48.0,Masculino,Ceará (CE),,,18000.0,Mais de 10 anos,Preta,Nordeste
334,334,28.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,5000.0,de 3 a 4 anos,Branca,Sudeste
335,335,31.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
336,336,29.0,Masculino,Paraná (PR),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Branca,Sul
337,337,27.0,Feminino,Ceará (CE),Analista de Dados,Júnior,7000.0,Até 2 anos,Branca,Nordeste
338,338,23.0,Masculino,Mato Grosso do Sul (MS),,,3500.0,Até 2 anos,Parda,Centro-Oeste
339,339,28.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Preta,Sudeste
340,340,25.0,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,5000.0,de 3 a 4 anos,Branca,Sudeste
341,341,50.0,Masculino,Goiás (GO),,,7000.0,Até 2 anos,Branca,Centro-Oeste
342,342,37.0,Feminino,Rio Grande do Sul (RS),,,,,Branca,Sul
343,343,30.0,Feminino,Santa Catarina (SC),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Branca,Sul
344,344,30.0,Feminino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Parda,Sudeste
345,345,28.0,Masculino,Rio de Janeiro (RJ),,,3500.0,de 3 a 4 anos,Branca,Sudeste
346,346,25.0,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,10000.0,Até 2 anos,Branca,Sudeste
347,347,34.0,Masculino,Sergipe (SE),Cientista de dados,Pleno,10000.0,Até 2 anos,Parda,Nordeste
348,348,59.0,Masculino,,,,,,Branca,Desconhecida
349,349,44.0,Masculino,Paraná (PR),Outra opção,Júnior,1500.0,Até 2 anos,Parda,Sul
350,350,,,,,,,,,Desconhecida
351,351,23.0,Masculino,Santa Catarina (SC),Analista de Dados,Júnior,3500.0,Até 2 anos,Parda,Sul
352,352,26.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,5000.0,Até 2 anos,Preta,Sudeste
353,353,41.0,Masculino,São Paulo (SP),,,,,Preta,Sudeste
354,354,42.0,Masculino,São Paulo (SP),,,35000.0,Até 2 anos,Branca,Sudeste
355,355,27.0,Feminino,Amazonas (AM),Analista de BI,Pleno,3500.0,Até 2 anos,Parda,Norte
356,356,30.0,Feminino,Rio de Janeiro (RJ),,,10000.0,Mais de 10 anos,Branca,Sudeste
357,357,32.0,Masculino,Paraná (PR),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Parda,Sul
358,358,28.0,Masculino,Minas Gerais (MG),,,18000.0,de 4 a 6 anos,Branca,Sudeste
359,359,36.0,Masculino,Distrito Federal (DF),Outra opção,Sênior,7000.0,de 7 a 10 anos,Parda,Centro-Oeste
360,360,34.0,Masculino,Paraná (PR),Analista de BI,Pleno,3500.0,de 3 a 4 anos,Branca,Sul
361,361,35.0,Masculino,Bahia (BA),,,14000.0,de 3 a 4 anos,Branca,Nordeste
362,362,28.0,Masculino,,Engenheiro de dados,Pleno,10000.0,de 4 a 6 anos,Branca,Desconhecida
363,363,27.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda,Sudeste
364,364,19.0,Masculino,Rio Grande do Sul (RS),,,,,Branca,Sul
365,365,31.0,Feminino,São Paulo (SP),Outra opção,Sênior,10000.0,de 7 a 10 anos,Branca,Sudeste
366,366,23.0,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,5000.0,Até 2 anos,Branca,Sudeste
367,367,24.0,Masculino,Paraná (PR),Analista de BI,Pleno,2500.0,Até 2 anos,Branca,Sul
368,368,25.0,Outro,Minas Gerais (MG),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
369,369,28.0,Masculino,Paraná (PR),,,1500.0,Até 2 anos,Parda,Sul
370,370,24.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
371,371,32.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
372,372,38.0,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Amarela,Sudeste
373,373,27.0,Feminino,Ceará (CE),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Parda,Nordeste
374,374,28.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Sudeste
375,375,32.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,22500.0,de 7 a 10 anos,Branca,Sul
376,376,29.0,Masculino,Mato Grosso do Sul (MS),,,10000.0,de 4 a 6 anos,Branca,Centro-Oeste
377,377,34.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Branca,Sul
378,378,30.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,14000.0,de 3 a 4 anos,Parda,Sudeste
379,379,47.0,Feminino,Ceará (CE),,,14000.0,Mais de 10 anos,Parda,Nordeste
380,380,28.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,22500.0,de 4 a 6 anos,Branca,Sul
381,381,27.0,Masculino,Santa Catarina (SC),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Branca,Sul
382,382,40.0,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
383,383,35.0,Masculino,Rio de Janeiro (RJ),,,,,Branca,Sudeste
384,384,28.0,Masculino,São Paulo (SP),Analista de BI,Júnior,2500.0,Até 2 anos,Branca,Sudeste
385,385,24.0,Masculino,Rio Grande do Norte (RN),Analista de BI,Pleno,3500.0,Até 2 anos,Parda,Nordeste
386,386,29.0,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,Mais de 10 anos,Branca,Sudeste
387,387,27.0,Masculino,Minas Gerais (MG),,,10000.0,de 4 a 6 anos,Branca,Sudeste
388,388,40.0,Feminino,Rio Grande do Sul (RS),,,7000.0,Até 2 anos,Branca,Sul
389,389,28.0,Masculino,Ceará (CE),Outra opção,Júnior,3500.0,Até 2 anos,Branca,Nordeste
390,390,26.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,14000.0,de 3 a 4 anos,Branca,Sudeste
391,391,29.0,Feminino,São Paulo (SP),,,7000.0,de 4 a 6 anos,Branca,Sudeste
392,392,26.0,Masculino,Paraná (PR),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca,Sul
393,393,33.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Pleno,10000.0,Até 2 anos,Parda,Sudeste
394,394,31.0,Feminino,Rio Grande do Sul (RS),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sul
395,395,28.0,Masculino,São Paulo (SP),,,,,Parda,Sudeste
396,396,25.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Pleno,3500.0,Até 2 anos,Branca,Sudeste
397,397,28.0,Masculino,Pernambuco (PE),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Nordeste
398,398,28.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,Até 2 anos,Branca,Sudeste
399,399,32.0,Masculino,Minas Gerais (MG),,,10000.0,de 3 a 4 anos,Branca,Sudeste
400,400,30.0,Masculino,Distrito Federal (DF),,,14000.0,Mais de 10 anos,Parda,Centro-Oeste
401,401,22.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
402,402,25.0,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca,Sul
403,403,30.0,Masculino,Pernambuco (PE),Cientista de dados,Sênior,7000.0,de 4 a 6 anos,Parda,Nordeste
404,404,30.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,1500.0,de 3 a 4 anos,Parda,Sudeste
405,405,22.0,Masculino,Amazonas (AM),Analista de Dados,Pleno,7000.0,de 4 a 6 anos,Branca,Norte
406,406,36.0,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Parda,Sudeste
407,407,32.0,Masculino,Minas Gerais (MG),,,22500.0,de 7 a 10 anos,Branca,Sudeste
408,408,51.0,Masculino,São Paulo (SP),,,27500.0,Mais de 10 anos,Branca,Sudeste
409,409,28.0,Feminino,Goiás (GO),,,,,Parda,Centro-Oeste
410,410,42.0,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Branca,Sudeste
411,411,30.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca,Sudeste
412,412,20.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
413,413,37.0,Masculino,Rio de Janeiro (RJ),,,22500.0,Mais de 10 anos,Branca,Sudeste
414,414,31.0,Masculino,Piauí (PI),Outra opção,Pleno,10000.0,de 3 a 4 anos,Parda,Nordeste
415,415,28.0,Masculino,Ceará (CE),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Preta,Nordeste
416,416,30.0,Feminino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Parda,Sudeste
417,417,25.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,22500.0,de 4 a 6 anos,Branca,Sudeste
418,418,42.0,Feminino,São Paulo (SP),,,,,Amarela,Sudeste
419,419,29.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Pleno,7000.0,de 4 a 6 anos,Branca,Sul
420,420,23.0,Feminino,Rio Grande do Sul (RS),,,2500.0,Até 2 anos,Branca,Sul
421,421,35.0,Masculino,,Cientista de dados,Sênior,22500.0,Mais de 10 anos,Branca,Desconhecida
422,422,28.0,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,Até 2 anos,Branca,Sudeste
423,423,25.0,Masculino,Paraná (PR),Cientista de dados,Júnior,2500.0,Até 2 anos,Branca,Sul
424,424,28.0,Masculino,Distrito Federal (DF),,,,,Amarela,Centro-Oeste
425,425,38.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
426,426,32.0,Masculino,Minas Gerais (MG),,,14000.0,de 4 a 6 anos,Branca,Sudeste
427,427,38.0,Feminino,São Paulo (SP),,,,,Branca,Sudeste
428,428,38.0,Masculino,,,,10000.0,de 7 a 10 anos,Branca,Desconhecida
429,429,58.0,Masculino,São Paulo (SP),Outra opção,Júnior,5000.0,Até 2 anos,Branca,Sudeste
430,430,35.0,Masculino,Goiás (GO),Engenheiro de dados,Sênior,18000.0,de 4 a 6 anos,Preta,Centro-Oeste
431,431,,,,,,,,,Desconhecida
432,432,38.0,Masculino,São Paulo (SP),Outra opção,Pleno,1000.0,Até 2 anos,Branca,Sudeste
433,433,36.0,Feminino,São Paulo (SP),Outra opção,Júnior,1500.0,Até 2 anos,Branca,Sudeste
434,434,30.0,Masculino,Paraná (PR),Analista de Dados,Sênior,18000.0,de 3 a 4 anos,Branca,Sul
435,435,27.0,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Branca,Sudeste
436,436,22.0,Feminino,Mato Grosso (MT),,,,,Preta,Centro-Oeste
437,437,30.0,Feminino,Minas Gerais (MG),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Parda,Sudeste
438,438,29.0,Feminino,Rio de Janeiro (RJ),,,,,Parda,Sudeste
439,439,30.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,Até 2 anos,Branca,Sudeste
440,440,22.0,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
441,441,37.0,Feminino,São Paulo (SP),Analista de BI,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
442,442,24.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,Até 2 anos,Branca,Sudeste
443,443,31.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Amarela,Sudeste
444,444,40.0,Masculino,São Paulo (SP),,,10000.0,de 3 a 4 anos,Branca,Sudeste
445,445,28.0,Masculino,Paraná (PR),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca,Sul
446,446,31.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,18000.0,de 4 a 6 anos,Branca,Sudeste
447,447,29.0,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,3500.0,Até 2 anos,Branca,Sudeste
448,448,30.0,Feminino,Minas Gerais (MG),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca,Sudeste
449,449,31.0,Feminino,,Analista de Dados,Júnior,14000.0,Até 2 anos,Parda,Desconhecida
450,450,27.0,Masculino,São Paulo (SP),,,14000.0,de 3 a 4 anos,Branca,Sudeste
451,451,33.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,3500.0,Até 2 anos,Parda,Sudeste
452,452,35.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
453,453,23.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,Até 2 anos,Branca,Sudeste
454,454,49.0,Masculino,Rio Grande do Sul (RS),,,,,Branca,Sul
455,455,41.0,Feminino,Distrito Federal (DF),,,18000.0,de 4 a 6 anos,Branca,Centro-Oeste
456,456,34.0,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Parda,Sudeste
457,457,30.0,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,5000.0,de 4 a 6 anos,Branca,Sudeste
458,458,36.0,Masculino,Paraíba (PB),Cientista de dados,Pleno,10000.0,de 7 a 10 anos,Parda,Nordeste
459,459,45.0,Masculino,Minas Gerais (MG),,,,,Parda,Sudeste
460,460,33.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 4 a 6 anos,Branca,Sudeste
461,461,35.0,Masculino,Paraná (PR),Analista de Dados,Sênior,5000.0,Mais de 10 anos,Branca,Sul
462,462,23.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca,Sul
463,463,22.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,3500.0,de 3 a 4 anos,Branca,Sudeste
464,464,42.0,Feminino,Rio de Janeiro (RJ),,,18000.0,Mais de 10 anos,Branca,Sudeste
465,465,28.0,Feminino,São Paulo (SP),Outra opção,Pleno,3500.0,Até 2 anos,Branca,Sudeste
466,466,46.0,Masculino,São Paulo (SP),,,35000.0,Mais de 10 anos,Amarela,Sudeste
467,467,25.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 4 a 6 anos,Parda,Sudeste
468,468,29.0,Feminino,Rio Grande do Sul (RS),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca,Sul
469,469,41.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
470,470,27.0,Feminino,Rio Grande do Sul (RS),Outra opção,Pleno,14000.0,Até 2 anos,Branca,Sul
471,471,23.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,5000.0,de 3 a 4 anos,Parda,Sudeste
472,472,46.0,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,Mais de 10 anos,Branca,Sudeste
473,473,41.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,22500.0,de 7 a 10 anos,Parda,Sudeste
474,474,39.0,Masculino,Distrito Federal (DF),Engenheiro de dados,Júnior,7000.0,Até 2 anos,Branca,Centro-Oeste
475,475,,,,,,,,,Desconhecida
476,476,23.0,Masculino,São Paulo (SP),Analista de BI,Júnior,1500.0,Até 2 anos,Branca,Sudeste
477,477,26.0,Masculino,Minas Gerais (MG),Analista de BI,Pleno,3500.0,Até 2 anos,Branca,Sudeste
478,478,47.0,Masculino,Rio de Janeiro (RJ),,,35000.0,Mais de 10 anos,Parda,Sudeste
479,479,25.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca,Sudeste
480,480,28.0,Masculino,Santa Catarina (SC),Analista de BI,Júnior,5000.0,Até 2 anos,Branca,Sul
481,481,39.0,Masculino,São Paulo (SP),,,,,Branca,Sudeste
482,482,41.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,27500.0,Mais de 10 anos,Branca,Sudeste
483,483,53.0,Masculino,Minas Gerais (MG),Analista de BI,Sênior,14000.0,Mais de 10 anos,Branca,Sudeste
484,484,,,,,,,,,Desconhecida
485,485,22.0,Masculino,Pernambuco (PE),Analista de BI,Pleno,5000.0,Até 2 anos,Parda,Nordeste
486,486,,,,,,,,,Desconhecida
487,487,30.0,Feminino,Distrito Federal (DF),Outra opção,Sênior,14000.0,Até 2 anos,Branca,Centro-Oeste
488,488,36.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Pleno,2500.0,Até 2 anos,Preta,Sudeste
489,489,27.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sudeste
490,490,44.0,Masculino,Paraná (PR),,,,,Branca,Sul
491,491,23.0,Feminino,Paraná (PR),Analista de BI,Júnior,3500.0,Até 2 anos,Branca,Sul
492,492,37.0,Masculino,Minas Gerais (MG),,,,,Branca,Sudeste
493,493,30.0,Masculino,Maranhão (MA),Analista de Dados,Sênior,7000.0,de 3 a 4 anos,Branca,Nordeste
494,494,23.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Júnior,2500.0,Até 2 anos,Branca,Sul
495,495,37.0,Masculino,Rio Grande do Sul (RS),Outra opção,Sênior,14000.0,Até 2 anos,Branca,Sul
496,496,33.0,Feminino,São Paulo (SP),,,18000.0,Mais de 10 anos,Parda,Sudeste
497,497,,,,,,,,,Desconhecida
498,498,26.0,Feminino,Bahia (BA),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca,Nordeste
499,499,27.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca,Sudeste
500,500,26.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,7000.0,Até 2 anos,Parda,Sudeste
501,501,37.0,Masculino,Santa Catarina (SC),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Branca,Sul
502,502,37.0,Masculino,Minas Gerais (MG),,,18000.0,Mais de 10 anos,Branca,Sudeste
503,503,26.0,Masculino,Mato Grosso (MT),Analista de BI,Sênior,5000.0,de 3 a 4 anos,Branca,Centro-Oeste
504,504,29.0,Masculino,Paraná (PR),Cientista de dados,Pleno,10000.0,Até 2 anos,Amarela,Sul
